model_id,field,python,metafor,absolute_difference,tolerance,pass_check
bowelsounds_TEAS_sham,k,2.0,2.0,0.0,3.0000000000000004e-05,True
bowelsounds_TEAS_sham,N,727.0,727.0,0.0,0.00728,True
bowelsounds_TEAS_sham,effect,-6.086399155810704,-6.0863991558107,4.440892098500626e-15,7.086399155810704e-05,True
bowelsounds_TEAS_sham,se,1.1204597683620612,1.12045976836206,1.1102230246251565e-15,2.1204597683620616e-05,True
bowelsounds_TEAS_sham,ci_low,-20.323190371265927,-20.3231903712659,2.842170943040401e-14,0.0002132319037126593,True
bowelsounds_TEAS_sham,ci_high,8.150392059644517,8.15039205964453,1.2434497875801753e-14,9.150392059644518e-05,True
bowelsounds_TEAS_sham,p,0.11589920734020613,0.115899207340206,1.249000902703301e-16,1.1158992073402062e-05,True
bowelsounds_TEAS_sham,tau2,0.0,0.0,0.0,1e-05,True
bowelsounds_TEAS_sham,I2,0.0,0.0,0.0,1e-05,True
bowelsounds_TEAS_sham,max_effect_input_difference,0,0.0,0.0,1e-10,True
bowelsounds_TEAS_sham,max_variance_input_difference,0,2.22044604925031e-16,2.22044604925031e-16,1e-10,True
bowelsounds_TEAS_sham_with_Zheng2025_as_printed,k,3.0,3.0,0.0,4e-05,True
bowelsounds_TEAS_sham_with_Zheng2025_as_printed,N,812.0,812.0,0.0,0.00813,True
bowelsounds_TEAS_sham_with_Zheng2025_as_printed,effect,-7.190782053283836,-7.19078205022251,3.061325415387728e-09,8.190782053283836e-05,True
bowelsounds_TEAS_sham_with_Zheng2025_as_printed,se,1.0289678895564087,1.02896789020824,6.518312556380579e-10,2.028967889556409e-05,True
bowelsounds_TEAS_sham_with_Zheng2025_as_printed,ci_low,-11.61807355210826,-11.6180735518515,2.567599466374304e-10,0.0001261807355210826,True
bowelsounds_TEAS_sham_with_Zheng2025_as_printed,ci_high,-2.763490554459411,-2.76349054859349,5.865920638115085e-09,3.763490554459411e-05,True
bowelsounds_TEAS_sham_with_Zheng2025_as_printed,p,0.019868099080930103,0.019868099121773,4.0842898507698067e-11,1.0198680990809302e-05,True
bowelsounds_TEAS_sham_with_Zheng2025_as_printed,tau2,1.6635193934919439,1.66351941175875,1.8266806067757102e-08,2.663519393491944e-05,True
bowelsounds_TEAS_sham_with_Zheng2025_as_printed,I2,51.562941208192726,51.562941482445,2.7425227244748385e-07,0.0005256294120819273,True
bowelsounds_TEAS_sham_with_Zheng2025_as_printed,max_effect_input_difference,0,0.0,0.0,1e-10,True
bowelsounds_TEAS_sham_with_Zheng2025_as_printed,max_variance_input_difference,0,2.22044604925031e-16,2.22044604925031e-16,1e-10,True
defecation_EA_sham,k,1.0,1.0,0.0,2e-05,True
defecation_EA_sham,N,110.0,110.0,0.0,0.00111,True
defecation_EA_sham,effect,-21.599999999999994,-21.6,7.105427357601002e-15,0.00022599999999999996,True
defecation_EA_sham,se,7.905866636411676,7.90586663641168,4.440892098500626e-15,8.905866636411676e-05,True
defecation_EA_sham,ci_low,-37.0952138739437,-37.0952138739437,0.0,0.00038095213873943703,True
defecation_EA_sham,ci_high,-6.1047861260562915,-6.10478612605629,1.7763568394002505e-15,7.104786126056292e-05,True
defecation_EA_sham,p,0.006292281330815301,0.00629228133081531,9.540979117872439e-18,1.0062922813308154e-05,True
defecation_EA_sham,tau2,0.0,0.0,0.0,1e-05,True
defecation_EA_sham,max_effect_input_difference,0,3.5527136788005e-15,3.5527136788005e-15,1e-10,True
defecation_EA_sham,max_variance_input_difference,0,0.0,0.0,1e-10,True
defecation_EA_usual,k,4.0,4.0,0.0,5e-05,True
defecation_EA_usual,N,435.0,435.0,0.0,0.00436,True
defecation_EA_usual,effect,-10.105891783757349,-10.1058918074367,2.3679351812688765e-08,0.00011105891783757349,True
defecation_EA_usual,se,7.159394099795116,7.15939411090899,1.1113874265333834e-08,8.159394099795117e-05,True
defecation_EA_usual,ci_low,-32.89027908472029,-32.890279143769,5.9048709033504565e-08,0.00033890279084720297,True
defecation_EA_usual,ci_high,12.678495517205596,12.6784955288956,1.1690003631770196e-08,0.00013678495517205596,True
defecation_EA_usual,p,0.2529196205856329,0.252919620289349,2.96283886314086e-10,1.2529196205856329e-05,True
defecation_EA_usual,tau2,149.4451082484914,149.445110559343,2.310851584752527e-06,0.0015044510824849143,True
defecation_EA_usual,I2,97.59759169896613,97.5975917352218,3.6255670465834555e-08,0.0009859759169896613,True
defecation_EA_usual,max_effect_input_difference,0,0.0,0.0,1e-10,True
defecation_EA_usual,max_variance_input_difference,0,0.0,0.0,1e-10,True
defecation_TEAS_sham,k,4.0,4.0,0.0,5e-05,True
defecation_TEAS_sham,N,1182.0,1182.0,0.0,0.01183,True
defecation_TEAS_sham,effect,-7.769201853841989,-7.76920185452616,6.841709421223641e-10,8.769201853841989e-05,True
defecation_TEAS_sham,se,3.0477488443790044,3.0477488451788,7.997957851557658e-10,4.0477488443790045e-05,True
defecation_TEAS_sham,ci_low,-17.468498903068642,-17.4684989062981,3.229459366593801e-09,0.00018468498903068643,True
defecation_TEAS_sham,ci_high,1.9300951953846637,1.93009519724579,1.8611263641332698e-09,2.9300951953846637e-05,True
defecation_TEAS_sham,p,0.08400441020430403,0.0840044102368988,3.2594760224213815e-11,1.0840044102043042e-05,True
defecation_TEAS_sham,tau2,18.962786383725646,18.9627864018583,1.813265271266573e-08,0.00019962786383725646,True
defecation_TEAS_sham,I2,52.2796654889471,52.279665512803,2.3855896813529398e-08,0.0005327966548894711,True
defecation_TEAS_sham,max_effect_input_difference,0,1.77635683940025e-15,1.77635683940025e-15,1e-10,True
defecation_TEAS_sham,max_variance_input_difference,0,0.0,0.0,1e-10,True
flatus_EA_sham,k,1.0,1.0,0.0,2e-05,True
flatus_EA_sham,N,110.0,110.0,0.0,0.00111,True
flatus_EA_sham,effect,-7.199999999999996,-7.2,4.440892098500626e-15,8.199999999999996e-05,True
flatus_EA_sham,se,4.599446607028838,4.59944660702884,1.7763568394002505e-15,5.599446607028839e-05,True
flatus_EA_sham,ci_low,-16.21474969859147,-16.2147496985915,3.197442310920451e-14,0.0001721474969859147,True
flatus_EA_sham,ci_high,1.8147496985914788,1.81474969859147,8.881784197001252e-15,2.814749698591479e-05,True
flatus_EA_sham,p,0.11748780947776351,0.117487809477763,5.134781488891349e-16,1.1174878094777635e-05,True
flatus_EA_sham,tau2,0.0,0.0,0.0,1e-05,True
flatus_EA_sham,max_effect_input_difference,0,7.105427357601e-15,7.105427357601e-15,1e-10,True
flatus_EA_sham,max_variance_input_difference,0,7.105427357601e-15,7.105427357601e-15,1e-10,True
flatus_EA_sham_SMD_sensitivity,k,1.0,1.0,0.0,2e-05,True
